Return_ID,Order_ID,SKU_ID,Return_Date,Return_Reason,Refund_Amount,Return_Status
RET201222,ORD1052126,SKU00169,01-06-2025,Quality Issue,630.24,Approved
RET201223,ORD1046924,SKU00378,30-06-2025,Changed Mind,272.45,Approved
RET201224,ORD1022056,SKU01079,12-04-2025,Missing Item,420.2,Approved
RET201225,ORD1058620,SKU00309,31-01-2025,Late Delivery,38.69,Approved
RET201226,ORD1070313,SKU00635,14-03-2025,Late Delivery,240.53,Approved
RET201227,ORD1027273,SKU00475,16-02-2025,Late Delivery,397.04,Approved
RET201228,ORD1005975,SKU00030,21-02-2025,Late Delivery,407,Approved
RET201229,ORD1026189,SKU00533,23-05-2025,Late Delivery,654.96,Approved
RET201230,ORD1028805,SKU01131,11-03-2025,Quality Issue,400.61,Approved
RET201231,ORD1074069,SKU00492,03-04-2025,Wrong Item,353.91,Approved
RET201232,ORD1012353,SKU00674,20-06-2025,Quality Issue,357,Approved
RET201233,ORD1036443,SKU00290,30-06-2025,Changed Mind,87.56,Approved
RET201234,ORD1058991,SKU00242,08-06-2025,Damaged,1018.76,Rejected
RET201235,ORD1022398,SKU01041,06-03-2025,Wrong Item,514.76,Approved
RET201236,ORD1045886,SKU01125,11-02-2025,Quality Issue,87.7,Approved
RET201237,ORD1029354,SKU00139,07-01-2025,Missing Item,214.42,Approved
RET201238,ORD1062170,SKU00351,01-04-2025,Changed Mind,63.32,Approved
RET201239,ORD1035662,SKU00132,20-01-2025,Missing Item,323.01,Approved
RET201240,ORD1025116,SKU00005,20-01-2025,Wrong Item,691.72,Approved
RET201241,ORD1055104,SKU01024,06-02-2025,Quality Issue,881.42,Approved
RET201242,ORD1023079,SKU00608,18-05-2025,Quality Issue,32.39,Approved
RET201243,ORD1000161,SKU00225,05-07-2025,Quality Issue,604.04,Approved
RET201244,ORD1028437,SKU00372,05-07-2025,Changed Mind,53.66,Approved
RET201245,ORD1054374,SKU00814,06-05-2025,Missing Item,931.62,Approved
RET201246,ORD1038502,SKU00380,24-05-2025,Quality Issue,230.27,Rejected
RET201247,ORD1040764,SKU00091,04-02-2025,Changed Mind,136.78,Approved
RET201248,ORD1068362,SKU00458,08-02-2025,Missing Item,823.94,Approved
RET201249,ORD1073590,SKU00454,04-05-2025,Changed Mind,145.26,Approved
RET201250,ORD1031187,SKU00599,20-03-2025,Late Delivery,435.85,Approved
RET201251,ORD1018710,SKU00176,27-06-2025,Changed Mind,76.87,Approved
RET201252,ORD1049189,SKU00395,18-04-2025,Changed Mind,79.85,Approved
RET201253,ORD1060647,SKU01176,04-03-2025,Late Delivery,283.52,Approved
RET201254,ORD1014511,SKU01157,21-05-2025,Damaged,301.72,Approved
RET201255,ORD1029906,SKU01034,10-06-2025,Quality Issue,184.39,Approved
RET201256,ORD1020604,SKU01022,11-02-2025,Damaged,339.88,Approved
RET201257,ORD1058752,SKU00044,16-03-2025,Changed Mind,430.88,Approved
RET201258,ORD1020270,SKU00628,25-05-2025,Late Delivery,42.39,Approved
RET201259,ORD1059608,SKU01182,07-04-2025,Late Delivery,598.13,Approved
RET201260,ORD1030933,SKU00783,19-02-2025,Changed Mind,96.32,Rejected
RET201261,ORD1031951,SKU00649,14-06-2025,Late Delivery,128.99,Approved
RET201262,ORD1001275,SKU01082,02-04-2025,Quality Issue,583.27,Rejected
RET201263,ORD1040599,SKU00761,08-03-2025,Wrong Item,560.82,Approved
RET201264,ORD1072923,SKU00511,26-04-2025,Quality Issue,236.37,Approved
RET201265,ORD1003181,SKU01014,09-03-2025,Wrong Item,214.7,Approved
RET201266,ORD1054651,SKU00016,10-04-2025,Late Delivery,58.44,Approved
RET201267,ORD1045654,SKU00001,08-07-2025,Late Delivery,149.44,Approved
RET201268,ORD1078360,SKU01019,06-07-2025,Damaged,91.16,Approved
RET201269,ORD1072734,SKU00901,06-05-2025,Late Delivery,88.34,Approved
RET201270,ORD1074170,SKU00665,06-06-2025,Wrong Item,159.25,Approved
RET201271,ORD1058020,SKU01000,20-05-2025,Late Delivery,144.7,Approved
RET201272,ORD1061796,SKU01174,02-03-2025,Changed Mind,412.75,Approved
RET201273,ORD1055869,SKU01059,24-06-2025,Late Delivery,156.83,Approved
RET201274,ORD1050598,SKU00769,07-05-2025,Changed Mind,97.39,Rejected
RET201275,ORD1019853,SKU00085,27-02-2025,Missing Item,1956.6,Approved
RET201276,ORD1076561,SKU00231,25-03-2025,Changed Mind,181.38,Approved
RET201277,ORD1034272,SKU00164,24-04-2025,Damaged,404.84,Approved
RET201278,ORD1025148,SKU01022,16-06-2025,Changed Mind,260.64,Approved
RET201279,ORD1061088,SKU00923,04-04-2025,Damaged,853.24,Approved
RET201280,ORD1020344,SKU00022,27-02-2025,Quality Issue,103.78,Rejected
RET201281,ORD1037988,SKU01064,18-06-2025,Damaged,292.33,Rejected
RET201282,ORD1036773,SKU01034,07-02-2025,Changed Mind,309.97,Approved
RET201283,ORD1052875,SKU00270,09-07-2025,Late Delivery,301.12,Approved
RET201284,ORD1008147,SKU00877,30-04-2025,Late Delivery,1637.91,Approved
RET201285,ORD1052534,SKU01159,03-05-2025,Quality Issue,608.54,Approved
RET201286,ORD1004465,SKU00713,25-01-2025,Damaged,366.03,Approved
RET201287,ORD1057969,SKU01116,01-04-2025,Late Delivery,220.84,Approved
RET201288,ORD1008079,SKU00375,14-03-2025,Changed Mind,14.55,Approved
RET201289,ORD1071593,SKU01158,29-05-2025,Late Delivery,653.37,Approved
RET201290,ORD1058430,SKU00892,22-01-2025,Missing Item,329.27,Approved
RET201291,ORD1019139,SKU00113,31-01-2025,Late Delivery,83.28,Approved
RET201292,ORD1062520,SKU01042,05-03-2025,Wrong Item,93.73,Rejected
RET201293,ORD1025726,SKU00659,20-06-2025,Quality Issue,208.55,Approved
RET201294,ORD1075025,SKU00577,13-04-2025,Late Delivery,388.67,Approved
RET201295,ORD1037671,SKU00252,12-06-2025,Wrong Item,219.06,Rejected
RET201296,ORD1042895,SKU00690,26-06-2025,Missing Item,816.59,Approved
RET201297,ORD1019147,SKU00632,09-04-2025,Damaged,158.8,Approved
RET201298,ORD1074866,SKU01048,29-06-2025,Wrong Item,136.4,Approved
RET201299,ORD1075234,SKU00739,02-06-2025,Late Delivery,27.46,Approved
RET201300,ORD1079731,SKU00642,28-01-2025,Damaged,517.91,Approved
RET201301,ORD1063492,SKU00875,30-06-2025,Damaged,127.11,Approved
RET201302,ORD1016851,SKU00485,02-02-2025,Quality Issue,681.71,Approved
RET201303,ORD1063472,SKU00433,15-03-2025,Late Delivery,73.98,Approved
RET201304,ORD1034187,SKU01074,29-04-2025,Late Delivery,417,Approved
RET201305,ORD1009424,SKU00104,27-06-2025,Quality Issue,295.71,Approved
RET201306,ORD1007403,SKU01135,05-01-2025,Changed Mind,123.95,Approved
RET201307,ORD1043386,SKU01076,10-01-2025,Quality Issue,84.23,Approved
RET201308,ORD1017073,SKU00546,06-05-2025,Late Delivery,785.91,Approved
RET201309,ORD1029653,SKU00501,17-01-2025,Changed Mind,930.4,Approved
RET201310,ORD1061569,SKU00755,26-01-2025,Late Delivery,583.46,Approved
RET201311,ORD1045337,SKU00465,23-04-2025,Quality Issue,140.32,Approved
RET201312,ORD1010003,SKU01023,31-01-2025,Missing Item,875.87,Approved
RET201313,ORD1066508,SKU00891,25-05-2025,Quality Issue,1656.72,Approved
RET201314,ORD1005893,SKU00543,14-06-2025,Late Delivery,55.86,Approved
RET201315,ORD1025902,SKU00847,26-02-2025,Wrong Item,205.67,Approved
RET201316,ORD1065440,SKU00092,11-01-2025,Wrong Item,590.27,Approved
RET201317,ORD1033460,SKU00308,16-04-2025,Changed Mind,307.35,Approved
RET201318,ORD1018575,SKU00727,04-07-2025,Missing Item,87.42,Approved
RET201319,ORD1036545,SKU00309,24-04-2025,Wrong Item,47.07,Approved
RET201320,ORD1005448,SKU01099,07-03-2025,Quality Issue,78.4,Approved
RET201321,ORD1012576,SKU00895,08-02-2025,Quality Issue,536.46,Approved
RET201322,ORD1071849,SKU00305,17-06-2025,Quality Issue,80.69,Approved
RET201323,ORD1075635,SKU00751,24-04-2025,Damaged,266.23,Approved
RET201324,ORD1006479,SKU00783,04-06-2025,Damaged,103.24,Approved
RET201325,ORD1057318,SKU00786,12-03-2025,Quality Issue,454.95,Approved
RET201326,ORD1034773,SKU01117,21-06-2025,Damaged,202.48,Approved
RET201327,ORD1071071,SKU00328,07-02-2025,Changed Mind,538.2,Rejected
RET201328,ORD1040880,SKU00507,24-05-2025,Late Delivery,61.53,Approved
RET201329,ORD1079835,SKU00884,12-04-2025,Changed Mind,42.47,Approved
RET201330,ORD1079671,SKU-22129,24-05-2025,Quality Issue,258.52,Approved
RET201331,ORD1050587,SKU01172,22-06-2025,Wrong Item,169.42,Approved
RET201332,ORD1070907,SKU01125,01-04-2025,Quality Issue,46.65,Approved
RET201333,ORD1037585,SKU01188,17-02-2025,Quality Issue,605.36,Approved
RET201334,ORD1025924,SKU00206,14-01-2025,Damaged,79.65,Approved
RET201335,ORD1054617,SKU00849,23-03-2025,Changed Mind,210.23,Approved
RET201336,ORD1007025,SKU00565,21-01-2025,Late Delivery,280.56,Approved
RET201337,ORD1045745,SKU00682,01-02-2025,Late Delivery,233.79,Approved
RET201338,ORD1071019,SKU00830,22-04-2025,Damaged,420.56,Approved
RET201339,ORD1060677,SKU01044,30-06-2025,Damaged,285.24,Approved
RET201340,ORD1073705,SKU00469,11-01-2025,Changed Mind,518.42,Approved
RET201341,ORD1041404,SKU00345,02-06-2025,Damaged,746.67,Approved
RET201342,ORD1031144,SKU00429,12-04-2025,Late Delivery,69.76,Approved
RET201343,ORD1028550,SKU00136,02-05-2025,Late Delivery,86.2,Approved
RET201344,ORD1055023,SKU01033,07-07-2025,Late Delivery,1336.65,Approved
RET201345,ORD1063443,SKU00722,12-02-2025,Quality Issue,415.64,Approved
RET201346,ORD1001338,SKU00168,23-03-2025,Wrong Item,275.18,Rejected
RET201347,ORD1002708,SKU00920,26-01-2025,Damaged,262.84,Approved
RET201348,ORD1060118,SKU00887,23-05-2025,Wrong Item,138.77,Approved
RET201349,ORD1013760,SKU00608,14-05-2025,Late Delivery,169.37,Approved
RET201350,ORD1027156,SKU01192,29-04-2025,Wrong Item,278.43,Approved
RET201351,ORD1076167,SKU00401,28-04-2025,Damaged,117.97,Approved
RET201352,ORD1078631,SKU00151,06-02-2025,Late Delivery,167.67,Approved
RET201353,ORD1053821,SKU00345,14-03-2025,Missing Item,458.47,Approved
RET201354,ORD1065335,SKU00439,10-05-2025,Damaged,720.24,Approved
RET201355,ORD1063385,SKU01162,03-03-2025,Quality Issue,603,Approved
RET201356,ORD1055786,SKU00488,17-04-2025,Missing Item,379.68,Approved
RET201357,ORD1029041,SKU00893,12-06-2025,Damaged,99.7,Approved
RET201358,ORD1029552,SKU00754,20-02-2025,Damaged,448.69,Rejected
RET201359,ORD1036048,SKU00548,01-02-2025,Wrong Item,336.54,Rejected
RET201360,ORD1036590,SKU00258,16-04-2025,Damaged,156.4,Approved
RET201361,ORD1040161,SKU01182,09-07-2025,Quality Issue,258.34,Rejected
RET201362,ORD1062679,SKU00494,12-05-2025,Damaged,36.9,Approved
RET201363,ORD1037170,SKU00494,26-04-2025,Wrong Item,60.28,Approved
RET201364,ORD1023891,SKU00344,08-05-2025,Damaged,717.12,Approved
RET201365,ORD1017288,SKU00073,27-05-2025,Changed Mind,107.99,Approved
RET201366,ORD1047862,SKU00804,24-05-2025,Wrong Item,170.48,Approved
RET201367,ORD1015563,SKU00617,26-02-2025,Wrong Item,284.41,Approved
RET201368,ORD1033834,SKU00856,29-01-2025,Quality Issue,988.23,Approved
RET201369,ORD1003165,SKU00837,30-03-2025,Late Delivery,839.49,Approved
RET201370,ORD1057839,SKU00615,17-06-2025,Quality Issue,603.61,Approved
RET201371,ORD1040445,SKU00313,29-05-2025,Late Delivery,829.19,Approved
RET201372,ORD1019196,SKU00283,13-06-2025,Quality Issue,129.55,Approved
RET201373,ORD1058800,SKU00307,07-07-2025,Wrong Item,210.43,Approved
RET201374,ORD1046617,SKU00410,28-06-2025,Wrong Item,924.98,Approved
RET201375,ORD1031650,SKU00447,27-02-2025,Damaged,255.96,Approved
RET201376,ORD1038381,SKU00903,16-06-2025,Changed Mind,404.31,Approved
RET201377,ORD1003668,SKU00994,09-05-2025,Missing Item,168.62,Approved
RET201378,ORD1014091,SKU00360,16-03-2025,Quality Issue,491.83,Rejected
RET201379,ORD1051018,SKU00042,03-03-2025,Damaged,84.67,Approved
RET201380,ORD1039012,SKU00830,08-04-2025,Late Delivery,497.65,Approved
RET201381,ORD1079889,SKU00057,08-04-2025,Missing Item,320.65,Approved
RET201382,ORD1042830,SKU00507,02-05-2025,Wrong Item,216.83,Approved
RET201383,ORD1013071,SKU00726,13-06-2025,Changed Mind,197.61,Approved
RET201384,ORD1008280,SKU00722,13-06-2025,Late Delivery,915.11,Approved
RET201385,ORD1062868,SKU00961,03-06-2025,Quality Issue,85.97,Rejected
RET201386,ORD1056511,SKU00023,12-07-2025,Late Delivery,103.59,Approved
RET201387,ORD1026424,SKU00629,26-04-2025,Damaged,114.25,Approved
RET201388,ORD1023438,SKU00133,18-03-2025,Damaged,223.6,Approved
RET201389,ORD1073042,SKU00826,06-05-2025,Changed Mind,77.69,Approved
RET201390,ORD1062275,SKU00923,10-04-2025,Changed Mind,1012.64,Approved
RET201391,ORD1046494,SKU00524,10-02-2025,Wrong Item,711.83,Approved
RET201392,ORD1021590,SKU01035,26-01-2025,Wrong Item,114.56,Approved
RET201393,ORD1001013,SKU00667,28-05-2025,Quality Issue,251.91,Approved
RET201394,ORD1003050,SKU00741,19-01-2025,Damaged,877.36,Approved
RET201395,ORD1040068,SKU00229,16-06-2025,Missing Item,1033.93,Approved
RET201396,ORD1034345,SKU00024,08-04-2025,Wrong Item,249.54,Approved
RET201397,ORD1004977,SKU00095,27-01-2025,Quality Issue,193.59,Approved
RET201398,ORD1054445,SKU01099,28-05-2025,Late Delivery,68.29,Approved
RET201399,ORD1020998,SKU00238,23-01-2025,Missing Item,359.74,Rejected
RET201400,ORD1033485,SKU00651,31-05-2025,Damaged,295.26,Rejected
RET201401,ORD1072523,SKU00876,20-03-2025,Wrong Item,781.4,Approved
RET201402,ORD1047203,SKU00992,13-02-2025,Quality Issue,200.62,Approved
RET201403,ORD1024170,SKU00987,27-06-2025,Late Delivery,156.1,Approved
RET201404,ORD1057121,SKU00826,01-06-2025,Damaged,75.3,Rejected
RET201405,ORD1020321,SKU00562,05-03-2025,Changed Mind,206.04,Approved
RET201406,ORD1074831,SKU00281,17-05-2025,Changed Mind,97.42,Approved
RET201407,ORD1077681,SKU00780,08-02-2025,Quality Issue,239.5,Approved
RET201408,ORD1027978,SKU00174,03-02-2025,Wrong Item,93.97,Approved
RET201409,ORD1041552,SKU00875,16-04-2025,Changed Mind,800.36,Approved
RET201410,ORD1078097,SKU00372,17-06-2025,Quality Issue,116.6,Approved
RET201411,ORD1042783,SKU00246,20-01-2025,Wrong Item,291.56,Approved
RET201412,ORD1006029,SKU00848,05-04-2025,Missing Item,716.63,Approved
RET201413,ORD1078493,SKU00868,18-01-2025,Wrong Item,353.65,Approved
RET201414,ORD1072280,SKU00376,08-04-2025,Damaged,237.71,Approved
RET201415,ORD1023284,SKU01173,08-05-2025,Damaged,444,Approved
RET201416,ORD1045643,SKU00523,17-02-2025,Missing Item,1409.7,Approved
RET201417,ORD1062223,SKU00887,08-04-2025,Quality Issue,261.74,Rejected
RET201418,ORD1018212,SKU00126,02-06-2025,Quality Issue,52.91,Approved
RET201419,ORD1043854,SKU00024,04-07-2025,Damaged,99.89,Approved
RET201420,ORD1040140,SKU01172,29-06-2025,Quality Issue,45.21,Approved
RET201421,ORD1070432,SKU00570,01-07-2025,Late Delivery,176.35,Approved
RET201422,ORD1017788,SKU00324,12-06-2025,Changed Mind,801.63,Approved
RET201423,ORD1065372,SKU00869,21-02-2025,Late Delivery,150.32,Approved
RET201424,ORD1066772,SKU00536,08-02-2025,Quality Issue,286.28,Rejected
RET201425,ORD1071742,SKU00893,30-04-2025,Damaged,108.39,Approved
RET201426,ORD1030881,SKU00961,23-01-2025,Damaged,263.52,Approved
RET201427,ORD1054917,SKU01036,29-01-2025,Damaged,127.13,Approved
RET201428,ORD1047795,SKU00302,22-06-2025,Quality Issue,63.34,Approved
RET201429,ORD1067379,SKU00145,19-03-2025,Damaged,969.9,Approved
RET201430,ORD1058787,SKU00002,31-01-2025,Damaged,139.99,Approved
RET201431,ORD1046371,SKU01029,28-04-2025,Quality Issue,1165.28,Approved
RET201432,ORD1069982,SKU00521,14-04-2025,Changed Mind,258.09,Approved
RET201433,ORD1000864,SKU00191,02-03-2025,Damaged,220.14,Approved
RET201434,ORD1016840,SKU00432,25-04-2025,Late Delivery,492.93,Rejected
RET201435,ORD1042315,SKU00152,26-03-2025,Damaged,324.52,Approved
RET201436,ORD1045600,SKU-31635,16-01-2025,Damaged,381.18,Approved
RET201437,ORD1046906,SKU00308,14-03-2025,Late Delivery,295.54,Approved
RET201438,ORD1009599,SKU00518,08-06-2025,Missing Item,378.36,Approved
RET201439,ORD1006732,SKU00460,18-03-2025,Wrong Item,376.34,Approved
RET201440,ORD1079231,SKU00048,25-04-2025,Wrong Item,298.58,Approved
RET201441,ORD1050658,SKU00091,29-06-2025,Missing Item,485.05,Approved
RET201442,ORD1042203,SKU00564,07-06-2025,Late Delivery,157.34,Approved
RET201443,ORD1025742,SKU00029,22-02-2025,Changed Mind,100.84,Approved
RET201444,ORD1015253,SKU00396,02-07-2025,Missing Item,530.41,Approved
RET201445,ORD1054333,SKU00424,01-02-2025,Changed Mind,556.47,Approved
RET201446,ORD1036623,SKU00940,20-01-2025,Missing Item,22.55,Approved
RET201447,ORD1052323,SKU01187,02-03-2025,Damaged,291.54,Approved
RET201448,ORD1030391,SKU00496,24-04-2025,Late Delivery,442.19,Approved
RET201449,ORD1068083,SKU00575,17-03-2025,Damaged,143.52,Approved
RET201450,ORD1008090,SKU00165,07-02-2025,Missing Item,261.54,Approved
RET201451,ORD1013873,SKU00554,13-05-2025,Late Delivery,362.18,Approved
RET201452,ORD1067519,SKU-94987,22-05-2025,Quality Issue,489.44,Approved
RET201453,ORD1050056,SKU00973,16-05-2025,Late Delivery,527.04,Approved
RET201454,ORD1026965,SKU00737,11-04-2025,Damaged,147.1,Approved
RET201455,ORD1054521,SKU00108,19-04-2025,Wrong Item,46.8,Rejected
RET201456,ORD1036242,SKU00909,12-04-2025,Late Delivery,192.48,Approved
RET201457,ORD1020054,SKU00525,21-03-2025,Quality Issue,238.74,Approved
RET201458,ORD1067511,SKU00116,15-01-2025,Damaged,81.42,Approved
RET201459,ORD1004988,SKU01154,15-04-2025,Damaged,72.46,Approved
RET201460,ORD1027982,SKU00329,23-06-2025,Missing Item,622.46,Approved
RET201461,ORD1015058,SKU00512,20-01-2025,Quality Issue,517.86,Rejected
RET201462,ORD1050574,SKU00368,05-01-2025,Wrong Item,223.06,Approved
RET201463,ORD1060858,SKU00158,12-05-2025,Quality Issue,70.23,Approved
RET201464,ORD1035739,SKU01186,19-03-2025,Late Delivery,305.54,Approved
RET201465,ORD1067464,SKU00845,22-06-2025,Unknown,1035.92,Approved
RET201466,ORD1011894,SKU01158,18-04-2025,Missing Item,646.09,Approved
RET201467,ORD1012132,SKU00827,22-03-2025,Missing Item,97.27,Rejected
RET201468,ORD1043046,SKU00418,30-05-2025,Quality Issue,815.39,Approved
RET201469,ORD1005174,SKU00606,11-05-2025,Quality Issue,317.97,Approved
RET201470,ORD1051318,SKU00991,29-05-2025,Quality Issue,334.56,Approved
RET201471,ORD1007457,SKU00734,21-04-2025,Damaged,661.41,Approved
RET201472,ORD1048683,SKU00106,12-03-2025,Damaged,121.27,Approved
RET201473,ORD1030976,SKU00250,26-03-2025,Damaged,292.48,Approved
RET201474,ORD1046955,SKU00588,09-03-2025,Quality Issue,118.94,Approved
RET201475,ORD1020977,SKU00290,21-06-2025,Late Delivery,99.89,Approved
RET201476,ORD1024109,SKU00375,09-05-2025,Quality Issue,50.01,Approved
RET201477,ORD1027309,SKU01071,18-03-2025,Wrong Item,399.23,Approved
RET201478,ORD1028881,SKU00061,24-02-2025,Damaged,221.71,Rejected
RET201479,ORD1040800,SKU00927,29-03-2025,Changed Mind,205.46,Approved
RET201480,ORD1014738,SKU01079,16-05-2025,Damaged,871.37,Approved
RET201481,ORD1058028,SKU00515,22-02-2025,Wrong Item,201.01,Approved
RET201482,ORD1041429,SKU01134,28-02-2025,Changed Mind,176.03,Rejected
RET201483,ORD1073409,SKU01188,30-06-2025,Quality Issue,217.37,Rejected
RET201484,ORD1058879,SKU00979,11-04-2025,Changed Mind,99.95,Approved
RET201485,ORD1036771,SKU01091,12-06-2025,Quality Issue,249.39,Approved
RET201486,ORD1024707,SKU00041,28-05-2025,Wrong Item,412.43,Approved
RET201487,ORD1032844,SKU01166,12-03-2025,Damaged,310.11,Approved
RET201488,ORD1076631,SKU01061,28-06-2025,Wrong Item,248.43,Approved
RET201489,ORD1052046,SKU00705,24-05-2025,Damaged,269.53,Approved
RET201490,ORD1073245,SKU00609,20-06-2025,Late Delivery,264.58,Approved
RET201491,ORD1002081,SKU00114,19-05-2025,Late Delivery,116.95,Approved
RET201492,ORD1048755,SKU00192,04-06-2025,Late Delivery,117.61,Approved
RET201493,ORD1074260,SKU00972,08-03-2025,Changed Mind,62.82,Approved
RET201494,ORD1053071,SKU00155,14-03-2025,Missing Item,140.96,Approved
RET201495,ORD1057922,SKU00466,14-06-2025,Wrong Item,317.88,Approved
RET201496,ORD1028110,SKU00389,21-06-2025,Quality Issue,956.98,Approved
RET201497,ORD1065681,SKU00929,01-03-2025,Changed Mind,113.81,Approved
RET201498,ORD1045488,SKU00988,15-03-2025,Late Delivery,213.81,Approved
RET201499,ORD1006235,SKU00951,27-06-2025,Quality Issue,486.2,Rejected
RET201500,ORD1045332,SKU00179,01-04-2025,Wrong Item,185.56,Approved
RET201501,ORD1040931,SKU00788,01-05-2025,Damaged,170.01,Approved
RET201502,ORD1035467,SKU00955,14-06-2025,Damaged,106.73,Approved
RET201503,ORD1027657,SKU00676,09-02-2025,Quality Issue,316.96,Approved
RET201504,ORD1034728,SKU00729,10-07-2025,Damaged,300.24,Rejected
RET201505,ORD1055697,SKU-07223,01-07-2025,Quality Issue,353.5,Approved
RET201506,ORD1013376,SKU00716,05-06-2025,Late Delivery,352.02,Approved
RET201507,ORD1067945,SKU00468,14-04-2025,Damaged,186.14,Approved
RET201508,ORD1033869,SKU00640,30-06-2025,Missing Item,29.52,Approved
RET201509,ORD1018344,SKU01186,03-04-2025,Quality Issue,605.98,Approved
RET201510,ORD1027421,SKU00205,11-03-2025,Missing Item,111.41,Approved
RET201511,ORD1020649,SKU01171,28-05-2025,Damaged,287.47,Approved
RET201512,ORD1047829,SKU00907,04-04-2025,Missing Item,197.19,Approved
RET201513,ORD1012728,SKU00932,05-06-2025,Quality Issue,358.86,Approved
RET201514,ORD1077710,SKU00728,02-02-2025,Late Delivery,189.79,Approved
RET201515,ORD1044924,SKU00757,02-02-2025,Changed Mind,915.9,Approved
RET201516,ORD1068524,SKU00258,14-05-2025,Quality Issue,170.02,Approved
RET201517,ORD1053329,SKU01021,14-06-2025,Wrong Item,179.79,Approved
RET201518,ORD1022813,SKU00441,28-04-2025,Missing Item,284.92,Approved
RET201519,ORD1024717,SKU00346,31-01-2025,Changed Mind,40.18,Approved
RET201520,ORD1063635,SKU00514,12-03-2025,Wrong Item,383.42,Approved
RET201521,ORD1032397,SKU00544,17-04-2025,Changed Mind,204.93,Approved
RET201522,ORD1055566,SKU00573,02-07-2025,Missing Item,533.98,Approved
RET201523,ORD1075948,SKU00130,01-03-2025,Wrong Item,187.33,Approved
RET201524,ORD1036957,SKU01040,19-02-2025,Wrong Item,160.06,Rejected
RET201525,ORD1035344,SKU00361,19-02-2025,Wrong Item,241.78,Approved
RET201526,ORD1004191,SKU01164,25-04-2025,Damaged,300.58,Approved
RET201527,ORD1060752,SKU00502,22-05-2025,Damaged,249.22,Approved
RET201528,ORD1059200,SKU00219,24-01-2025,Wrong Item,50.47,Approved
RET201529,ORD1011043,SKU00021,29-03-2025,Quality Issue,272.15,Approved
RET201530,ORD1004563,SKU00189,04-04-2025,Wrong Item,173.6,Approved
RET201531,ORD1022133,SKU00414,18-06-2025,Missing Item,372.97,Approved
RET201532,ORD1062788,SKU00047,23-05-2025,Late Delivery,704.53,Rejected
RET201533,ORD1066112,SKU00628,16-03-2025,Quality Issue,71.81,Rejected
RET201534,ORD1076107,SKU01168,18-03-2025,Damaged,840.69,Approved
RET201535,ORD1037981,SKU00898,04-05-2025,Late Delivery,646.35,Approved
RET201536,ORD1052291,SKU00073,19-03-2025,Missing Item,336.86,Approved
RET201537,ORD1015548,SKU00813,22-06-2025,Late Delivery,125.5,Approved
RET201538,ORD1062061,SKU00784,08-02-2025,Damaged,241.66,Approved
RET201539,ORD1062813,SKU00034,13-03-2025,Quality Issue,252.84,Approved
RET201540,ORD1006294,SKU00524,04-05-2025,Missing Item,1123.72,Approved
RET201541,ORD1047371,SKU00143,16-05-2025,Changed Mind,360.73,Approved
RET201542,ORD1058821,SKU00680,18-05-2025,Late Delivery,1546.02,Approved
RET201543,ORD1035342,SKU00686,17-06-2025,Changed Mind,1880.02,Approved
RET201544,ORD1063865,SKU00844,10-05-2025,Quality Issue,403.2,Approved
RET201545,ORD1005458,SKU01035,11-03-2025,Changed Mind,265.15,Approved
RET201546,ORD1060823,SKU01148,12-05-2025,Damaged,942.36,Approved
RET201547,ORD1003083,SKU00761,01-04-2025,Quality Issue,458,Approved
RET201548,ORD1056233,SKU01115,29-05-2025,Quality Issue,568.8,Approved
RET201549,ORD1021781,SKU00406,21-03-2025,Damaged,421.77,Approved
RET201550,ORD1040897,SKU01104,10-01-2025,Missing Item,472.68,Approved
RET201551,ORD1021106,SKU00841,05-06-2025,Wrong Item,534.08,Approved
RET201552,ORD1024656,SKU00305,20-03-2025,Quality Issue,276.65,Approved
RET201553,ORD1044018,SKU01188,08-03-2025,Changed Mind,523.11,Approved
RET201554,ORD1074137,SKU00895,02-03-2025,Late Delivery,206.87,Approved
RET201555,ORD1039896,SKU00583,10-02-2025,Late Delivery,466.04,Approved
RET201556,ORD1007066,SKU01059,07-05-2025,Wrong Item,58.38,Approved
RET201557,ORD1037692,SKU00117,20-04-2025,Damaged,181.72,Approved
RET201558,ORD1074254,SKU00068,14-04-2025,Damaged,172.28,Approved
RET201559,ORD1028972,SKU00428,22-01-2025,Quality Issue,74.49,Approved
RET201560,ORD1004264,SKU00741,08-02-2025,Late Delivery,373.94,Approved
RET201561,ORD1017141,SKU00225,14-06-2025,Quality Issue,250.2,Approved
RET201562,ORD1075095,SKU00607,13-04-2025,Wrong Item,721.07,Approved
RET201563,ORD1073912,SKU00904,15-06-2025,Quality Issue,46.74,Approved
RET201564,ORD1077772,SKU00341,29-01-2025,Quality Issue,823.11,Approved
RET201565,ORD1006705,SKU00195,26-03-2025,Damaged,1183.18,Approved
RET201566,ORD1016734,SKU01006,09-05-2025,Late Delivery,295.81,Approved
RET201567,ORD1071577,SKU00936,20-04-2025,Late Delivery,75.31,Approved
RET201568,ORD1073610,SKU00026,08-05-2025,Quality Issue,511.49,Approved
RET201569,ORD1067454,SKU01146,01-02-2025,Late Delivery,125.04,Approved
RET201570,ORD1018389,SKU00361,26-06-2025,Missing Item,189.81,Approved
RET201571,ORD1040477,SKU00933,06-02-2025,Damaged,22.6,Rejected
RET201572,ORD1043730,SKU01051,24-02-2025,Changed Mind,228.03,Approved
RET201573,ORD1046946,SKU00808,07-07-2025,Wrong Item,449.41,Approved
