PO_ID,Vendor_ID,SKU_ID,Store_ID,PO_Date,Expected_Delivery_Date,Actual_Delivery_Date,Supplied_Quantity,Procurement_Cost
PO306823,VEND0082,SKU00929,MUM-04,11-02-2025,14-02-2025,15-02-2025,60,65.51
PO306824,VEND0057,SKU00881,BEN-04,30-06-2025,02-07-2025,02-07-2025,77,64.05
PO306825,VEND0057,SKU00494,DEL-04,03-05-2025,12-05-2025,12-05-2025,56,25.42
PO306826,VEND0100,SKU00507,BEN-01,01-01-2025,07-01-2025,12-05-2025,60,44.79
PO306827,VEND0012,SKU00072,KOC-02,21-03-2025,23-03-2025,23-03-2025,55,51.61
PO306828,VEND0085,SKU01115,DEL-04,14-05-2025,21-05-2025,23-05-2025,56,88.02
PO306829,VEND0003,SKU00443,KOC-02,15-03-2025,19-03-2025,19-03-2025,54,70.69
PO306830,VEND0092,SKU00590,CHE-05,14-01-2025,18-01-2025,18-01-2025,64,25.32
PO306831,VEND0027,SKU00049,PUN-03,24-04-2025,02-05-2025,02-05-2025,48,119.1
PO306832,VEND0090,SKU00865,HYD-02,21-03-2025,29-03-2025,29-03-2025,54,551.43
PO306833,VEND0090,SKU00816,DEL-05,28-01-2025,31-01-2025,31-01-2025,40,27.62
PO306834,VEND0099,SKU01089,JAI-05,16-01-2025,18-01-2025,21-01-2025,65,69.49
PO306835,VEND0021,SKU01034,KOL-04,13-04-2025,17-04-2025,17-04-2025,56,70.27
PO306836,VEND0101,SKU00901,BEN-01,28-06-2025,03-07-2025,03-07-2025,48,47.27
PO306837,VEND0093,SKU01046,HYD-01,28-03-2025,30-03-2025,04-04-2025,70,41.62
PO306838,VEND0120,SKU00373,AHM-02,04-02-2025,12-02-2025,14-02-2025,66,34.94
PO306839,VEND0007,SKU00519,AHM-04,11-03-2025,18-03-2025,18-03-2025,67,54.31
PO306840,VEND0100,SKU00627,KOC-05,07-03-2025,11-03-2025,11-03-2025,54,92.33
PO306841,VEND0026,SKU00717,KOL-01,22-04-2025,30-04-2025,01-05-2025,65,38.84
PO306842,VEND0081,SKU00601,CHE-05,22-01-2025,28-01-2025,28-01-2025,83,144.15
PO306843,VEND0036,SKU00571,DEL-04,11-04-2025,19-04-2025,19-04-2025,59,116.98
PO306844,VEND0092,SKU01155,CHE-05,29-03-2025,02-04-2025,07-04-2025,66,159.71
PO306845,VEND0085,SKU00197,BEN-05,09-05-2025,13-05-2025,15-05-2025,66,70.33
PO306846,VEND0076,SKU00976,che02 ,13-01-2025,19-01-2025,19-01-2025,66,79.44
PO306847,VEND0111,SKU00888,PUN-03,22-06-2025,30-06-2025,30-06-2025,55,68.2
PO306848,VEND0103,SKU00130,HYD-05,06-01-2025,12-01-2025,12-01-2025,53,55.16
PO306849,VEND0120,SKU01101,AHM-03,09-05-2025,18-05-2025,12-01-2025,50,107.77
PO306850,VEND0086,SKU01039,BEN-03,15-01-2025,22-01-2025,22-01-2025,52,77.61
PO306851,VEND0111,SKU00985,CHE-03,08-06-2025,16-06-2025,16-06-2025,72,116.53
PO306852,VEND0075,SKU00625,KOC-02,21-02-2025,25-02-2025,25-02-2025,52,68.6
PO306853,VEND0098,SKU00026,KOL-01,15-04-2025,21-04-2025,21-04-2025,72,89.24
PO306854,VEND0065,SKU01184,KOL-01,30-01-2025,04-02-2025,04-02-2025,69,390.99
PO306855,VEND0089,SKU00784,KOC-05,02-02-2025,08-02-2025,08-02-2025,61,98.03
PO306856,VEND0017,SKU01053,JAI-01,19-03-2025,22-03-2025,22-03-2025,63,112.18
PO306857,VEND0064,SKU00285,CHE-04,14-01-2025,16-01-2025,16-01-2025,66,41.9
PO306858,VEND0016,SKU00846,PUN-05,04-04-2025,09-04-2025,09-04-2025,51,64.56
PO306859,VEND0107,SKU00027,KOC-05,10-02-2025,12-02-2025,12-02-2025,74,88.7
PO306860,VEND0117,SKU00904,DEL-01,19-03-2025,26-03-2025,26-03-2025,57,44.66
PO306861,VEND0045,SKU00322,AHM-03,29-04-2025,07-05-2025,07-05-2025,48,159.44
PO306862,VEND0054,SKU00622,AHM-01,15-06-2025,20-06-2025,22-06-2025,70,75.26
PO306863,VEND0086,SKU01080,CHE-01,09-02-2025,16-02-2025,19-02-2025,65,49.35
PO306864,VEND0058,SKU00985,MUM-03,27-02-2025,07-03-2025,19-02-2025,59,121.1
PO306865,VEND0063,SKU00347,JAI-04,10-02-2025,17-02-2025,17-02-2025,63,190.24
PO306866,VEND0032,SKU00316,KOC-02,22-03-2025,27-03-2025,30-03-2025,67,77.49
PO306867,VEND0058,SKU01001,DEL-01,18-05-2025,23-05-2025,23-05-2025,72,45.76
PO306868,VEND0100,SKU00042,KOC-04,08-05-2025,10-05-2025,05-10-2025,57,64.84
PO306869,VEND0071,SKU00755,BEN-01,06-04-2025,14-04-2025,14-04-2025,49,99.14
PO306870,VEND0117,SKU00490,AHM-01,01-04-2025,03-04-2025,10-04-2025,61,63.63
PO306871,VEND0028,SKU00548,KOL-03,31-01-2025,03-02-2025,03-02-2025,65,98.87
PO306872,VEND0010,SKU00804,HYD-05,14-01-2025,16-01-2025,16-01-2025,62,28.59
PO306873,VEND0095,SKU00842,CHE-05,28-04-2025,01-05-2025,04-05-2025,55,151.6
PO306874,VEND0046,SKU00856,HYD-01,29-04-2025,06-05-2025,06-05-2025,71,168.04
PO306875,VEND0115,SKU00235,KOL02,28-02-2025,06-03-2025,06-03-2025,63,108.54
PO306876,VEND0028,SKU00622,PUN-03,14-06-2025,19-06-2025,20-06-2025,53,68.58
PO306877,VEND0108,SKU01022,MUM-03,22-05-2025,31-05-2025,31-05-2025,57,106.68
PO306878,VEND0061,SKU00660,HYD-02,24-03-2025,01-04-2025,03-04-2025,65,75.59
PO306879,VEND0009,SKU00740,CHE-01,16-01-2025,22-01-2025,22-01-2025,61,77.61
PO306880,VEND0080,SKU00908,KOL-01,06-05-2025,14-05-2025,14-05-2025,58,85.03
PO306881,VEND0002,SKU00179,DEL-04,08-01-2025,15-01-2025,18-01-2025,58,42.99
PO306882,VEND0030,SKU00479,KOL-05,10-04-2025,18-04-2025,18-04-2025,60,46.7
PO306883,VEND0059,SKU00960,KOC-01,17-04-2025,20-04-2025,20-04-2025,56,30.88
PO306884,VEND0076,SKU00684,JAI-04,07-06-2025,15-06-2025,17-06-2025,55,65.58
PO306885,VEND0090,SKU00058,HYD-05,21-01-2025,30-01-2025,31-01-2025,79,210.53
PO306886,VEND0013,SKU00921,AHM-04,14-03-2025,19-03-2025,19-03-2025,63,53.9
PO306887,VEND0071,SKU00781,HYD-03,14-01-2025,17-01-2025,17-01-2025,61,211.4
PO306888,VEND0096,SKU00078,DEL-03,02-02-2025,08-02-2025,08-02-2025,61,31.25
PO306889,VEND0022,SKU00649,KOC-05,15-05-2025,19-05-2025,19-05-2025,55,39.71
PO306890,VEND0091,SKU00506,DEL-03,23-01-2025,30-01-2025,30-01-2025,71,76.77
PO306891,VEND0048,SKU-33174,BEN-04,30-03-2025,01-04-2025,08-04-2025,61,90.79
PO306892,VEND0101,SKU01020,DEL-04,11-02-2025,19-02-2025,19-02-2025,51,62.97
PO306893,VEND0041,SKU00367,JAI-04,04-04-2025,09-04-2025,09-04-2025,64,27.61
PO306894,VEND0082,SKU00080,CHE-01,26-06-2025,05-07-2025,05-07-2025,52,62.8
PO306895,VEND0050,SKU01035,PUN-03,13-03-2025,20-03-2025,20-03-2025,57,97.1
PO306896,VEND0111,SKU00364,HYD-05,03-05-2025,05-05-2025,05-05-2025,52,69.64
PO306897,VEND0022,SKU01194,MUM-03,25-03-2025,31-03-2025,31-03-2025,58,86.33
PO306898,VEND0081,SKU01194,DEL-04,02-06-2025,07-06-2025,12-06-2025,62,89.1
PO306899,VEND0099,SKU00041,DEL-03,24-03-2025,29-03-2025,29-03-2025,73,117.91
PO306900,VEND0095,SKU00426,DEL-01,04-03-2025,09-03-2025,09-03-2025,59,85.03
PO306901,VEND0012,SKU00337,HYD-02,28-01-2025,31-01-2025,31-01-2025,75,140.71
PO306902,VEND0065,SKU00344,CHE-03,02-03-2025,04-03-2025,04-03-2025,51,112.19
PO306903,VEND0105,SKU00945,JAI-01,03-01-2025,05-01-2025,05-01-2025,64,90.95
PO306904,VEND0094,SKU00223,BEN-03,01-06-2025,09-06-2025,09-06-2025,74,73.65
PO306905,VEND0084,SKU00844,HYD-05,29-01-2025,01-02-2025,04-02-2025,67,116.43
PO306906,VEND0053,SKU00123,PUN-01,14-05-2025,23-05-2025,24-05-2025,62,232.73
PO306907,VEND0037,SKU00453,KOC-02,08-04-2025,13-04-2025,13-04-2025,57,87.45
PO306908,VEND0091,SKU00550,KOL-01,10-01-2025,12-01-2025,12-01-2025,57,73.12
PO306909,VEND0011,SKU00496,BEN-04,03-03-2025,11-03-2025,11-03-2025,72,66.49
PO306910,VEND0117,SKU00736,DEL-04,13-03-2025,22-03-2025,22-03-2025,61,61.05
PO306911,VEND0006,SKU00310,JAI-01,18-03-2025,26-03-2025,26-03-2025,62,155.5
PO306912,VEND0101,SKU-23485,BEN-01,13-04-2025,18-04-2025,18-04-2025,76,72.35
PO306913,VEND0056,SKU00110,MUM-03,07-06-2025,09-06-2025,09-06-2025,64,141.01
PO306914,VEND0024,SKU01200,DEL-05,02-06-2025,11-06-2025,11-06-2025,55,61.94
PO306915,VEND0004,SKU00683,BEN-01,08-03-2025,17-03-2025,17-03-2025,69,134.72
PO306916,VEND0055,SKU01102,PUN-04,19-05-2025,26-05-2025,26-05-2025,57,62.65
PO306917,VEND0054,SKU01122,CHE-04,02-01-2025,07-01-2025,07-01-2025,63,25.5
PO306918,VEND0077,SKU00640,MUM-04,15-02-2025,18-02-2025,18-02-2025,55,25.01
PO306919,VEND0010,SKU01070,PUN-01,20-03-2025,22-03-2025,27-03-2025,45,65.91
PO306920,VEND0109,SKU00801,HYD-03,14-03-2025,21-03-2025,21-03-2025,54,99.64
PO306921,VEND0026,SKU00322,AHM-03,05-05-2025,11-05-2025,11-05-2025,59,167.91
PO306922,VEND0044,SKU00363,KOL-04,13-02-2025,20-02-2025,22-02-2025,55,34.11
PO306923,VEND0069,SKU00483,BEN-01,30-03-2025,01-04-2025,01-04-2025,66,43.88
PO306924,VEND0054,SKU00487,DEL-05,26-02-2025,03-03-2025,05-03-2025,59,130.32
PO306925,VEND0002,SKU00039,DEL-01,09-06-2025,17-06-2025,22-06-2025,74,197.9
PO306926,VEND0055,SKU00039,KOL3,18-02-2025,25-02-2025,25-02-2025,53,176.8
PO306927,VEND0103,SKU00812,MUM-05,08-01-2025,13-01-2025,14-01-2025,59,129.23
PO306928,VEND0003,SKU00536,KOL-05,05-05-2025,07-05-2025,07-05-2025,65,179.69
PO306929,VEND0042,SKU00499,MUM-03,13-06-2025,19-06-2025,22-06-2025,57,58.73
PO306930,VEND0004,SKU00669,DEL-05,10-03-2025,14-03-2025,14-03-2025,68,137.88
PO306931,VEND0049,SKU00633,PUN-01,18-06-2025,23-06-2025,23-06-2025,70,104.62
PO306932,VEND0105,SKU00705,pun04,07-04-2025,09-04-2025,09-04-2025,64,63.35
PO306933,VEND0069,SKU01033,BEN-01,09-03-2025,17-03-2025,17-03-2025,69,302.24
PO306934,VEND0099,SKU00354,MUM-01,15-01-2025,24-01-2025,24-01-2025,57,56.53
PO306935,VEND0099,SKU01013,MUM03,24-01-2025,30-01-2025,30-01-2025,58,122.2
PO306936,VEND0063,SKU00335,MUM-01,17-01-2025,24-01-2025,24-01-2025,57,194.84
PO306937,VEND0054,SKU00791,KOC-05,27-01-2025,02-02-2025,02-02-2025,55,57.05
PO306938,VEND0115,SKU00433,MUM-01,07-02-2025,15-02-2025,15-02-2025,58,59.48
PO306939,VEND0049,SKU00742,BEN-02,07-06-2025,09-06-2025,09-06-2025,58,111.01
PO306940,VEND0102,SKU00665,CHE-04,17-03-2025,21-03-2025,21-03-2025,56,67.26
PO306941,VEND0013,SKU01069,KOC-02,27-01-2025,02-02-2025,03-02-2025,55,56.56
PO306942,VEND0063,SKU00704,MUM-05,08-02-2025,16-02-2025,17-02-2025,59,20.59
PO306943,VEND0078,SKU00101,PUN-01,01-05-2025,10-05-2025,10-05-2025,53,84.66
PO306944,VEND0049,SKU01100,AHM-01,25-06-2025,04-07-2025,04-07-2025,62,43
PO306945,VEND0114,SKU01181,KOL-02,15-01-2025,17-01-2025,17-01-2025,59,136.98
PO306946,VEND0116,SKU00707,KOL-03,20-03-2025,27-03-2025,27-03-2025,60,52.27
PO306947,VEND0045,SKU01097,DEL-02,30-04-2025,03-05-2025,08-05-2025,42,98.21
PO306948,VEND0117,SKU00332,BEN-05,09-03-2025,17-03-2025,17-03-2025,51,113.09
PO306949,VEND0020,SKU00077,BEN-02,13-03-2025,19-03-2025,19-03-2025,52,105.78
PO306950,VEND0012,SKU01016,AHM-05,20-03-2025,27-03-2025,27-03-2025,57,161.45
PO306951,VEND0090,SKU00171,DEL-05,03-04-2025,12-04-2025,12-04-2025,55,77.61
PO306952,VEND0009,SKU00831,KOC-03,05-02-2025,13-02-2025,13-02-2025,64,55.42
PO306953,VEND0008,SKU01172,CHE-05,05-01-2025,14-01-2025,14-01-2025,58,42.96
PO306954,VEND0009,SKU00485,KOL02,27-06-2025,06-07-2025,11-07-2025,74,116.09
PO306955,VEND0075,SKU00593,BEN-05,21-03-2025,28-03-2025,28-03-2025,55,176.06
PO306956,VEND0009,SKU00343,BEN01,14-02-2025,21-02-2025,21-02-2025,64,27.21
PO306957,VEND0004,SKU01100,DEL-05,22-03-2025,30-03-2025,30-03-2025,57,47.41
PO306958,VEND0107,SKU00548,AHM-04,26-05-2025,30-05-2025,04-06-2025,67,104.06
PO306959,VEND0046,SKU00318,PUN-01,25-01-2025,02-02-2025,02-02-2025,66,119.57
PO306960,VEND0090,SKU00655,MUM-03,12-04-2025,19-04-2025,20-04-2025,61,90.36
PO306961,VEND0044,SKU00310,KOC-03,11-03-2025,14-03-2025,14-03-2025,55,150.16
PO306962,VEND0103,SKU01186,JAI-03,12-02-2025,14-02-2025,14-02-2025,55,187.9
PO306963,VEND0119,SKU00694,PUN03,18-05-2025,23-05-2025,23-05-2025,68,150.45
PO306964,VEND0074,SKU00462,DEL-04,18-02-2025,24-02-2025,24-02-2025,67,125.04
PO306965,VEND0104,SKU01074,PUN-02,28-05-2025,03-06-2025,04-06-2025,51,105.25
PO306966,VEND0061,SKU00506,ahm05 ,01-10-2025,17-01-2025,22-01-2025,63,70.3
PO306967,VEND0095,SKU00714,KOL-02,11-06-2025,15-06-2025,15-06-2025,53,74.07
PO306968,VEND0073,SKU00025,PUN-05,04-02-2025,09-02-2025,12-02-2025,63,55.6
PO306969,VEND0117,SKU00364,PUN-02,26-03-2025,31-03-2025,31-03-2025,53,70.38
PO306970,VEND0018,SKU00191,KOC-04,07-05-2025,11-05-2025,12-05-2025,66,26.93
PO306971,VEND0095,SKU-00318,KOL-05,20-03-2025,27-03-2025,27-03-2025,65,100.52
PO306972,VEND0003,SKU01196,KOC-04,07-02-2025,11-02-2025,11-02-2025,53,130.57
PO306973,VEND0069,SKU00726,JAI-05,26-01-2025,28-01-2025,28-01-2025,63,39.14
PO306974,VEND0095,SKU00899,HYD-01,05-02-2025,14-02-2025,14-02-2025,55,137.43
PO306975,VEND0037,SKU00239,CHE-05,01-03-2025,07-03-2025,12-03-2025,55,28.37
PO306976,VEND0019,SKU00943,KOC-01,09-04-2025,16-04-2025,16-04-2025,64,115.51
PO306977,VEND0087,SKU01196,JAI-02,18-06-2025,24-06-2025,24-06-2025,50,147.69
PO306978,VEND0018,SKU00405,KOL05,11-02-2025,13-02-2025,13-02-2025,57,91.4
PO306979,VEND0040,SKU00004,DEL-04,11-06-2025,15-06-2025,15-06-2025,55,153.43
PO306980,VEND0094,SKU00862,KOC-04,03-01-2025,07-01-2025,07-01-2025,65,104.13
PO306981,VEND0035,SKU01090,HYD-05,24-03-2025,28-03-2025,28-03-2025,66,91.36
PO306982,VEND0052,SKU00325,KOL-04,18-05-2025,27-05-2025,27-05-2025,63,119.28
PO306983,VEND0006,SKU00699,PUN-03,02-02-2025,08-02-2025,11-02-2025,64,63.87
PO306984,VEND0062,SKU01097,CHE-05,10-04-2025,15-04-2025,15-04-2025,53,104.71
PO306985,VEND0118,SKU00587,CHE-02,21-04-2025,24-04-2025,24-04-2025,54,31.37
PO306986,VEND0071,SKU00636,DEL-05,23-02-2025,01-03-2025,01-03-2025,71,26.57
PO306987,VEND0012,SKU00004,KOC-02,16-05-2025,20-05-2025,21-05-2025,59,157.74
PO306988,VEND0069,SKU00991,DEL-04,24-03-2025,27-03-2025,29-03-2025,55,65.01
PO306989,VEND0102,SKU01187,HYD-03,23-02-2025,28-02-2025,28-02-2025,68,206.32
PO306990,VEND0095,SKU00903,MUM-01,02-02-2025,08-02-2025,08-02-2025,52,90.76
PO306991,VEND0057,SKU00603,HYD-01,20-06-2025,27-06-2025,27-06-2025,56,83.49
PO306992,VEND0044,SKU00273,DEL-05,26-03-2025,31-03-2025,31-03-2025,69,49
PO306993,VEND0008,SKU00381,KOC-04,02-04-2025,09-04-2025,09-04-2025,55,39.94
PO306994,VEND0018,SKU00532,CHE-05,06-04-2025,14-04-2025,16-04-2025,58,150.69
PO306995,VEND0086,SKU01148,MUM02 ,15-01-2025,17-01-2025,18-01-2025,74,307.29
PO306996,VEND0055,SKU00923,BEN-03,16-02-2025,21-02-2025,21-02-2025,65,180.41
PO306997,VEND0003,SKU01049,MUM-05,31-05-2025,08-06-2025,08-06-2025,46,47.09
PO306998,VEND0023,SKU00983,PUN-04,18-06-2025,20-06-2025,25-06-2025,63,49.57
PO306999,VEND0098,SKU00189,AHM-01,18-03-2025,26-03-2025,26-03-2025,57,71.29
PO307000,VEND0059,SKU00986,DEL-05,28-04-2025,04-05-2025,04-05-2025,70,97.02
PO307001,VEND0085,SKU00775,MUM-03,18-01-2025,20-01-2025,20-01-2025,60,156.03
PO307002,VEND0042,SKU00086,AHM-05,30-06-2025,09-07-2025,09-07-2025,66,25.57
PO307003,VEND0066,SKU00964,AHM-03,29-03-2025,04-04-2025,04-04-2025,64,89.94
PO307004,VEND0099,SKU00359,KOL-04,20-01-2025,23-01-2025,26-01-2025,53,85.15
PO307005,VEND0094,SKU00770,DEL-01,06-06-2025,12-06-2025,12-06-2025,54,97.01
PO307006,VEND0053,SKU00975,KOL-01,12-03-2025,14-03-2025,16-03-2025,61,45.22
PO307007,VEND0028,SKU00600,DEL-02,07-06-2025,13-06-2025,13-06-2025,59,69.54
PO307008,VEND0004,SKU00519,JAI-01,17-03-2025,24-03-2025,24-03-2025,62,57.61
PO307009,VEND0120,SKU00047,BEN-05,09-03-2025,16-03-2025,16-03-2025,52,184.1
PO307010,VEND0075,SKU00664,PUN-04,10-06-2025,17-06-2025,18-06-2025,45,81.41
PO307011,VEND0026,SKU00901,CHE-05,09-02-2025,12-02-2025,14-02-2025,57,45.95
PO307012,VEND0018,SKU00184,AHM-02,01-05-2025,04-05-2025,04-05-2025,61,154.89
PO307013,VEND0105,SKU00944,CHE-01,12-01-2025,14-01-2025,14-01-2025,57,89.22
PO307014,VEND0097,SKU01090,BEN04 ,06-03-2025,13-03-2025,13-03-2025,63,92.71
PO307015,VEND0026,SKU00287,MUM-01,16-04-2025,21-04-2025,21-04-2025,58,188.78
PO307016,VEND0002,SKU00356,HYD-03,06-01-2025,09-01-2025,09-01-2025,56,124.43
PO307017,VEND0101,SKU01071,CHE-02,26-05-2025,02-06-2025,09-06-2025,63,178.69
PO307018,VEND0007,SKU00894,BEN-01,08-06-2025,14-06-2025,14-06-2025,48,130.87
PO307019,VEND0033,SKU00815,HYD-01,13-04-2025,21-04-2025,21-04-2025,49,66.29
PO307020,VEND0102,SKU01170,BEN1,16-04-2025,23-04-2025,23-04-2025,68,138.89
PO307021,VEND0033,SKU01151,MUM-02,22-06-2025,28-06-2025,28-06-2025,60,81.4
PO307022,VEND0039,SKU00505,DEL-03,22-05-2025,31-05-2025,31-05-2025,64,87.84
PO307023,VEND0078,SKU00233,MUM-02,09-03-2025,15-03-2025,15-03-2025,54,61.41
PO307024,VEND0103,SKU00969,HYD-03,05-04-2025,11-05-2025,11-05-2025,61,45.56
PO307025,VEND0030,SKU00429,PUN-04,02-01-2025,07-01-2025,07-01-2025,54,24.3
PO307026,VEND0081,SKU01160,MUM-03,30-03-2025,03-04-2025,03-04-2025,59,112.61
PO307027,VEND0048,SKU01148,PUN-04,22-01-2025,29-01-2025,29-01-2025,55,281.93
PO307028,VEND0021,SKU00991,DEL-05,08-04-2025,15-04-2025,15-04-2025,58,69.19
PO307029,VEND0035,SKU01077,BEN-03,13-05-2025,17-05-2025,17-05-2025,60,52.12
PO307030,VEND0002,SKU01078,PUN-05,04-02-2025,08-02-2025,10-02-2025,59,95.25
PO307031,VEND0008,SKU00672,HYD-05,02-04-2025,08-04-2025,11-04-2025,55,216.1
PO307032,VEND0106,SKU00055,koc04,17-03-2025,24-03-2025,27-03-2025,66,28.78
PO307033,VEND0103,SKU00561,HYD-04,20-02-2025,28-02-2025,01-03-2025,64,299.82
PO307034,VEND0040,SKU00535,KOL-05,24-04-2025,27-04-2025,27-04-2025,60,58.75
PO307035,VEND0089,SKU00112,BEN-05,22-06-2025,30-06-2025,01-07-2025,60,28.25
PO307036,VEND0061,SKU00246,DEL-03,19-06-2025,21-06-2025,21-06-2025,64,61.79
PO307037,VEND0019,SKU00843,BEN-02,13-03-2025,18-03-2025,18-03-2025,67,95.55
PO307038,VEND0087,SKU00425,CHE-01,06-01-2025,09-01-2025,09-01-2025,67,145.02
PO307039,VEND0118,SKU00559,PUN-01,26-05-2025,02-06-2025,02-06-2025,45,204.73
PO307040,VEND0036,SKU00765,mum5,16-01-2025,25-01-2025,25-01-2025,59,134.33
PO307041,VEND0049,SKU00167,BEN-05,24-06-2025,26-06-2025,26-06-2025,50,225.46
PO307042,VEND0053,SKU00905,BEN-05,10-05-2025,16-05-2025,16-05-2025,46,16.35
PO307043,VEND0094,SKU00541,HYD-04,26-05-2025,04-06-2025,04-06-2025,61,81.22
PO307044,VEND0118,SKU00373,KOL-03,16-03-2025,18-03-2025,19-03-2025,58,36.21
PO307045,VEND0104,SKU00953,PUN-01,28-05-2025,03-06-2025,06-06-2025,56,83.17
PO307046,VEND0025,SKU00022,DEL-05,12-03-2025,20-03-2025,20-03-2025,56,21.55
PO307047,VEND0031,SKU01029,JAI-02,12-02-2025,17-02-2025,17-02-2025,61,199.95
PO307048,VEND0007,SKU00279,HYD-04,01-03-2025,03-03-2025,03-03-2025,62,189.89
PO307049,VEND0011,SKU00605,KOC-01,16-04-2025,19-04-2025,22-04-2025,65,70.4
PO307050,VEND0097,SKU00373,JAI-05,26-04-2025,30-04-2025,03-05-2025,65,36.62
PO307051,VEND0072,SKU00598,KOL-02,03-01-2025,07-01-2025,07-01-2025,55,67.71
PO307052,VEND0030,SKU00204,CHE-03,04-03-2025,13-03-2025,13-03-2025,60,42.7
PO307053,VEND0118,SKU00694,MUM-03,27-06-2025,02-07-2025,02-07-2025,47,158.95
PO307054,VEND0076,SKU00429,JAI-02,03-04-2025,12-04-2025,12-04-2025,58,23.97
PO307055,VEND0031,SKU00507,mum01,13-05-2025,20-05-2025,20-05-2025,64,48.71
PO307056,VEND0069,SKU00795,PUN-02,23-01-2025,31-01-2025,03-02-2025,58,72.28
PO307057,VEND0006,SKU00023,BEN-01,12-02-2025,15-02-2025,15-02-2025,60,22.12
PO307058,VEND0083,SKU00755,AHM-03,26-03-2025,28-03-2025,31-03-2025,57,103.71
PO307059,VEND0045,SKU00692,CHE-01,06-02-2025,11-02-2025,14-02-2025,69,61.01
PO307060,VEND0057,SKU-50421,KOL-04,28-06-2025,07-07-2025,09-07-2025,56,17.52
PO307061,VEND0011,SKU01055,AHM-05,07-02-2025,14-02-2025,14-02-2025,69,142.5
PO307062,VEND0023,SKU01173,KOL-03,27-04-2025,04-05-2025,04-05-2025,51,194.93
PO307063,VEND0016,SKU00678,BEN-02,30-04-2025,03-05-2025,03-05-2025,58,190.45
PO307064,VEND0095,SKU00529,AHM-03,24-03-2025,28-03-2025,28-03-2025,58,34.23
PO307065,VEND0059,SKU00605,HYD-05,28-04-2025,04-05-2025,06-05-2025,58,76.01
PO307066,VEND0095,SKU00350,HYD-01,20-06-2025,22-06-2025,27-06-2025,50,51.69
PO307067,VEND0034,SKU01111,MUM-04,07-02-2025,12-02-2025,19-02-2025,57,91.56
PO307068,VEND0119,SKU00882,AHM-04,03-05-2025,10-05-2025,10-05-2025,58,147.1
PO307069,VEND0110,SKU01069,DEL-04,17-03-2025,24-03-2025,26-03-2025,59,60.45
PO307070,VEND0083,SKU00011,HYD-02,12-03-2025,17-03-2025,24-03-2025,59,93.08
PO307071,VEND0046,SKU00933,PUN-03,10-06-2025,15-06-2025,15-06-2025,57,18.97
PO307072,VEND0025,SKU00609,MUM-03,30-04-2025,02-05-2025,02-05-2025,60,43.73
PO307073,VEND0007,SKU00598,PUN-02,18-05-2025,26-05-2025,26-05-2025,58,62.7
PO307074,VEND0046,SKU00007,DEL-03,04-05-2025,09-05-2025,11-05-2025,49,66.61
PO307075,VEND0097,SKU-18651,CHE-03,29-03-2025,02-04-2025,03-04-2025,73,23.29
PO307076,VEND0113,SKU01048,AHM-04,18-05-2025,25-05-2025,25-05-2025,50,23.42
PO307077,VEND0047,SKU00578,CHE-01,16-02-2025,18-02-2025,18-02-2025,66,63.09
PO307078,VEND0100,SKU00576,HYD-04,22-03-2025,27-03-2025,27-03-2025,57,66.73
PO307079,VEND0035,SKU00723,AHM-03,12-06-2025,17-06-2025,17-06-2025,69,191.44
PO307080,VEND0032,SKU00396,KOC1,08-01-2025,11-01-2025,14-01-2025,61,136.75
PO307081,VEND0075,SKU01003,MUM-05,02-01-2025,04-01-2025,04-01-2025,60,45.02
PO307082,VEND0080,SKU00931,HYD-03,01-06-2025,09-06-2025,09-06-2025,57,57.04
PO307083,VEND0004,SKU00338,HYD-05,14-03-2025,20-03-2025,20-03-2025,57,59
PO307084,VEND0052,SKU00103,BEN-01,03-02-2025,07-02-2025,07-02-2025,49,65.79
PO307085,VEND0002,SKU00217,BEN-02,15-05-2025,17-05-2025,17-05-2025,68,88.75
PO307086,VEND0020,SKU00866,CHE-02,21-06-2025,26-06-2025,26-06-2025,61,90.55
PO307087,VEND0108,SKU00494,JAI-04,05-02-2025,14-02-2025,14-02-2025,58,27.27
PO307088,VEND0070,SKU00055,PUN-02,31-05-2025,07-06-2025,07-06-2025,55,28.72
PO307089,VEND0063,SKU-12889,DEL-01,26-02-2025,04-03-2025,04-03-2025,61,23.27
PO307090,VEND0082,SKU01052,DEL-03,05-01-2025,14-01-2025,14-01-2025,76,98.88
PO307091,VEND0047,SKU00589,pun3 ,31-03-2025,04-04-2025,04-04-2025,57,62.27
PO307092,VEND0077,SKU00946,AHM-04,30-06-2025,08-07-2025,10-07-2025,62,52.86
PO307093,VEND0096,SKU00097,AHM-05,06-02-2025,13-02-2025,13-02-2025,54,147.06
PO307094,VEND0005,SKU00623,JAI-02,25-03-2025,28-03-2025,29-03-2025,72,81.04
PO307095,VEND0032,SKU00219,BEN-05,29-04-2025,06-05-2025,06-05-2025,60,43.09
PO307096,VEND0099,SKU00494,AHM-03,13-01-2025,17-01-2025,18-01-2025,61,26.76
PO307097,VEND0063,SKU00862,PUN-04,12-01-2025,16-01-2025,17-01-2025,60,114.18
PO307098,VEND0068,SKU01038,HYD-01,18-04-2025,26-04-2025,26-04-2025,51,64.49
PO307099,VEND0098,SKU00302,BEN-05,16-06-2025,25-06-2025,25-06-2025,55,19.67
PO307100,VEND0061,SKU00300,BEN-01,25-01-2025,27-01-2025,27-01-2025,67,58.39
